location,date,year,month_num,month_name,day_num,precipitation,temp_max,temp_min,wind,weather
New York,"January 27, 2012",2012,1,January,27,7.4,14.4,6.7,7.3,rain
New York,"January 28, 2012",2012,1,January,28,0,7.8,2.8,6,sun
New York,"January 29, 2012",2012,1,January,29,0,6.7,0.6,7,sun
New York,"January 30, 2012",2012,1,January,30,0,5,1.1,7.1,sun
New York,"January 31, 2012",2012,1,January,31,0,13.9,2.8,4.9,sun
New York,"February 1, 2012",2012,2,February,1,0.8,17.8,5.6,5.2,rain
New York,"February 2, 2012",2012,2,February,2,0,10.6,2.2,5.7,sun
New York,"February 3, 2012",2012,2,February,3,0,7.2,-1.1,6.1,sun
New York,"February 4, 2012",2012,2,February,4,0,8.3,1.7,4.3,sun
New York,"February 5, 2012",2012,2,February,5,0,5,0.6,3.8,sun
New York,"February 6, 2012",2012,2,February,6,0,10.6,-1.7,6.3,sun
New York,"February 7, 2012",2012,2,February,7,0,10.6,1.1,5.7,sun
New York,"February 8, 2012",2012,2,February,8,1,3.9,-0.6,2.2,snow
New York,"February 9, 2012",2012,2,February,9,0,8.3,-0.6,5,snow
New York,"February 10, 2012",2012,2,February,10,0,7.2,-1.1,4.3,rain
New York,"February 11, 2012",2012,2,February,11,3,3.3,0.6,4.4,snow
New York,"February 12, 2012",2012,2,February,12,0,1.7,-6.1,9.5,snow
New York,"February 13, 2012",2012,2,February,13,0,6.7,-1.7,7.8,sun
New York,"February 14, 2012",2012,2,February,14,0.8,7.2,1.7,3.2,rain
New York,"February 15, 2012",2012,2,February,15,0.3,7.8,2.8,3,rain
New York,"February 16, 2012",2012,2,February,16,3,6.7,-0.6,2.4,rain
New York,"February 17, 2012",2012,2,February,17,1,11.7,2.8,5.3,rain
New York,"February 18, 2012",2012,2,February,18,0.3,7.8,2.2,5.4,rain
New York,"February 19, 2012",2012,2,February,19,0,7.8,0.6,4.1,sun
New York,"February 20, 2012",2012,2,February,20,0,8.9,-0.6,5.9,sun
New York,"February 21, 2012",2012,2,February,21,0,8.3,-3.3,4.7,sun
New York,"February 22, 2012",2012,2,February,22,0,13.9,2.2,5.4,rain
New York,"February 23, 2012",2012,2,February,23,0,16.1,5.6,5.5,sun
New York,"February 24, 2012",2012,2,February,24,9.4,7.8,3.3,5.8,rain
New York,"February 25, 2012",2012,2,February,25,0,8.3,1.7,12.3,snow
New York,"February 26, 2012",2012,2,February,26,0,7.2,-1.1,6,sun
New York,"February 27, 2012",2012,2,February,27,0,10.6,-0.6,6.4,sun
New York,"February 28, 2012",2012,2,February,28,0,10.6,3.3,6.1,sun
New York,"February 29, 2012",2012,2,February,29,12.4,7.2,1.1,4.9,rain
New York,"March 1, 2012",2012,3,March,1,2.8,5.6,2.2,4.7,rain
New York,"March 2, 2012",2012,3,March,2,3.8,6.1,0.6,5.4,rain
New York,"March 3, 2012",2012,3,March,3,3.6,13.3,6.1,5.8,rain
New York,"March 4, 2012",2012,3,March,4,0,8.3,2.2,5.6,sun
New York,"March 5, 2012",2012,3,March,5,0,7.8,-1.7,7.6,sun
New York,"March 6, 2012",2012,3,March,6,0,5,-3.3,6.3,sun
New York,"March 7, 2012",2012,3,March,7,0,11.7,2.8,6.3,sun
New York,"March 8, 2012",2012,3,March,8,0,15,7.8,8.2,sun
New York,"March 9, 2012",2012,3,March,9,1.8,11.7,2.8,7.9,rain
New York,"March 10, 2012",2012,3,March,10,0,6.1,-1.7,6,sun
New York,"March 11, 2012",2012,3,March,11,0,13.9,2.2,6.1,sun
New York,"March 12, 2012",2012,3,March,12,0,16.7,4.4,4,sun
New York,"March 13, 2012",2012,3,March,13,2,16.1,9.4,3.8,rain
New York,"March 14, 2012",2012,3,March,14,0,22.2,8.3,4.3,sun
New York,"March 15, 2012",2012,3,March,15,0,8.3,6.1,4.7,drizzle
New York,"March 16, 2012",2012,3,March,16,0.5,9.4,6.1,3.1,rain
New York,"March 17, 2012",2012,3,March,17,0,15,4.4,2.9,drizzle
New York,"March 18, 2012",2012,3,March,18,0,12.8,7.2,3.1,drizzle
New York,"March 19, 2012",2012,3,March,19,0,17.8,7.2,3.1,fog
New York,"March 20, 2012",2012,3,March,20,0,20.6,10.6,2.1,drizzle
New York,"March 21, 2012",2012,3,March,21,0,18.3,11.7,2.1,drizzle
New York,"March 22, 2012",2012,3,March,22,0,18.9,11.7,2.4,drizzle
New York,"March 23, 2012",2012,3,March,23,0,25,11.7,3.6,drizzle
New York,"March 24, 2012",2012,3,March,24,3,16.1,8.9,5.2,rain
New York,"March 25, 2012",2012,3,March,25,1,10.6,7.2,4.3,rain
New York,"March 26, 2012",2012,3,March,26,0,13.9,1.7,9.5,sun
New York,"March 27, 2012",2012,3,March,27,0,11.7,-0.6,6.5,sun
New York,"March 28, 2012",2012,3,March,28,0.3,17.8,5.6,5.2,rain
New York,"March 29, 2012",2012,3,March,29,0,17.2,6.7,8.9,sun
New York,"March 30, 2012",2012,3,March,30,1,12.2,3.9,5.1,rain
New York,"March 31, 2012",2012,3,March,31,8.9,6.7,3.9,4.8,rain
New York,"April 1, 2012",2012,4,April,1,7.6,11.1,5.6,3.8,rain
New York,"April 2, 2012",2012,4,April,2,2.5,14.4,4.4,8.4,rain
New York,"April 3, 2012",2012,4,April,3,0,18.9,4.4,5.5,sun
New York,"April 4, 2012",2012,4,April,4,0,21.1,8.3,6.7,sun
New York,"April 5, 2012",2012,4,April,5,0,15,5.6,5,sun
New York,"April 6, 2012",2012,4,April,6,0,15,2.8,5.1,sun
New York,"April 7, 2012",2012,4,April,7,0,16.7,4.4,6.8,sun
New York,"April 8, 2012",2012,4,April,8,0,20,7.8,6.7,sun
New York,"April 9, 2012",2012,4,April,9,0,18.3,10,9.7,sun
New York,"April 10, 2012",2012,4,April,10,0,16.7,6.1,6.3,rain
New York,"April 11, 2012",2012,4,April,11,0,12.2,6.1,5,rain
New York,"April 12, 2012",2012,4,April,12,0,16.7,6.7,5.3,rain
New York,"April 13, 2012",2012,4,April,13,0,16.7,6.7,4.8,rain
New York,"April 14, 2012",2012,4,April,14,0,18.9,7.2,4.3,rain
New York,"April 15, 2012",2012,4,April,15,0,24.4,12.8,3.6,rain
New York,"April 16, 2012",2012,4,April,16,0,25,12.2,3.4,sun
New York,"April 17, 2012",2012,4,April,17,0,27.2,13.9,5.6,sun
New York,"April 18, 2012",2012,4,April,18,0,17.2,10,4.8,rain
New York,"April 19, 2012",2012,4,April,19,0,17.2,9.4,3.4,rain
New York,"April 20, 2012",2012,4,April,20,0,18.9,9.4,3.6,rain
New York,"April 21, 2012",2012,4,April,21,2.5,18.9,12.2,5.3,rain
New York,"April 22, 2012",2012,4,April,22,54.4,13.9,9.4,7.6,rain
New York,"April 23, 2012",2012,4,April,23,6.9,14.4,6.1,7.4,rain
New York,"April 24, 2012",2012,4,April,24,0,17.2,5.6,8.4,sun
New York,"April 25, 2012",2012,4,April,25,0,15,4.4,3.4,rain
New York,"April 26, 2012",2012,4,April,26,1.5,15.6,5,3.8,rain
New York,"April 27, 2012",2012,4,April,27,0,13.9,5.6,9.9,rain
New York,"April 28, 2012",2012,4,April,28,0,14.4,4.4,5.9,sun
New York,"April 29, 2012",2012,4,April,29,0,18.3,6.7,5.6,sun
New York,"April 30, 2012",2012,4,April,30,0,13.9,6.1,4.4,sun
New York,"May 1, 2012",2012,5,May,1,23.9,21.1,11.1,4.8,rain
New York,"May 2, 2012",2012,5,May,2,0.8,12.2,10.6,3.6,rain
New York,"May 3, 2012",2012,5,May,3,16.5,13.9,10.6,3,rain
New York,"May 4, 2012",2012,5,May,4,7.1,20.6,11.7,2.5,rain
New York,"May 5, 2012",2012,5,May,5,1.8,15,12.8,2.5,rain
New York,"May 6, 2012",2012,5,May,6,0,16.7,10,2.9,sun
New York,"May 7, 2012",2012,5,May,7,0,15.6,10,3.4,rain
New York,"May 8, 2012",2012,5,May,8,2.3,17.8,12.8,7.8,rain
New York,"May 9, 2012",2012,5,May,9,35.6,17.2,14.4,3.5,rain
New York,"May 10, 2012",2012,5,May,10,5.6,19.4,10.6,6.2,rain
New York,"May 11, 2012",2012,5,May,11,0,21.7,10,6.2,sun
New York,"May 12, 2012",2012,5,May,12,0,23.9,10,4.1,sun
New York,"May 13, 2012",2012,5,May,13,0,23.9,14.4,4.8,sun
New York,"May 14, 2012",2012,5,May,14,0,21.1,16.1,4.2,rain
New York,"May 15, 2012",2012,5,May,15,14.5,17.2,15.6,5.3,rain
New York,"May 16, 2012",2012,5,May,16,0.5,22.2,15,3.5,rain
New York,"May 17, 2012",2012,5,May,17,0,22.8,12.8,4,sun
New York,"May 18, 2012",2012,5,May,18,0,20.6,10.6,3.6,sun
New York,"May 19, 2012",2012,5,May,19,0,25.6,11.1,2.9,sun
New York,"May 20, 2012",2012,5,May,20,0,25.6,12.8,4.9,drizzle
New York,"May 21, 2012",2012,5,May,21,44.7,17.8,15.6,3.8,rain
New York,"May 22, 2012",2012,5,May,22,4.1,20.6,16.1,2.3,rain
New York,"May 23, 2012",2012,5,May,23,0,23.3,15,2.6,rain
New York,"May 24, 2012",2012,5,May,24,11.7,20,16.7,4.4,rain
New York,"May 25, 2012",2012,5,May,25,2.3,23.3,17.2,2.9,rain
New York,"May 26, 2012",2012,5,May,26,4.8,27.2,17.2,3.4,rain
New York,"May 27, 2012",2012,5,May,27,3.6,25.6,18.3,2.9,rain
New York,"May 28, 2012",2012,5,May,28,0,29.4,20,2.9,sun
New York,"May 29, 2012",2012,5,May,29,0.3,28.9,21.7,5.4,rain
New York,"May 30, 2012",2012,5,May,30,0,25,18.9,2.5,rain
New York,"May 31, 2012",2012,5,May,31,0,27.8,18.3,4.3,drizzle
New York,"June 1, 2012",2012,6,June,1,11.4,22.2,16.7,7.4,rain
New York,"June 2, 2012",2012,6,June,2,20.6,24.4,16.7,6.3,rain
New York,"June 3, 2012",2012,6,June,3,0,25.6,14.4,5.2,rain
New York,"June 4, 2012",2012,6,June,4,5.6,18.3,12.2,5.2,rain
New York,"June 5, 2012",2012,6,June,5,0,19.4,10.6,3.2,rain
New York,"June 6, 2012",2012,6,June,6,1,21.7,11.7,4,rain
New York,"June 7, 2012",2012,6,June,7,0,24.4,15,3.8,rain
New York,"June 8, 2012",2012,6,June,8,0,25.6,15,4,sun
New York,"June 9, 2012",2012,6,June,9,0,26.7,17.2,2.6,rain
New York,"June 10, 2012",2012,6,June,10,2,26.7,18.3,3.2,rain
New York,"June 11, 2012",2012,6,June,11,0,23.9,17.8,5,sun
New York,"June 12, 2012",2012,6,June,12,27.4,22.8,17.8,5.8,rain
New York,"June 13, 2012",2012,6,June,13,34.8,20.6,18.3,3.4,rain
New York,"June 14, 2012",2012,6,June,14,0,22.8,16.7,4.5,sun
New York,"June 15, 2012",2012,6,June,15,0,26.7,15,3.7,sun
New York,"June 16, 2012",2012,6,June,16,0,26.1,15,4.1,sun
New York,"June 17, 2012",2012,6,June,17,0,21.1,13.9,3.7,sun
New York,"June 18, 2012",2012,6,June,18,0,20,12.8,3,sun
New York,"June 19, 2012",2012,6,June,19,0,23.3,16.7,4.3,sun
New York,"June 20, 2012",2012,6,June,20,0,34.4,20.6,4.3,drizzle
New York,"June 21, 2012",2012,6,June,21,0,36.1,26.1,4.4,sun
New York,"June 22, 2012",2012,6,June,22,4.8,34.4,22.2,3.7,rain
New York,"June 23, 2012",2012,6,June,23,16.5,30.6,20.6,4.3,rain
New York,"June 24, 2012",2012,6,June,24,0.8,27.8,18.3,3.8,rain
New York,"June 25, 2012",2012,6,June,25,48.3,23.9,16.7,4,rain
New York,"June 26, 2012",2012,6,June,26,0,24.4,13.9,7.6,sun
New York,"June 27, 2012",2012,6,June,27,0,28.9,18.3,6.5,sun
New York,"June 28, 2012",2012,6,June,28,0,30,20,4,sun
New York,"June 29, 2012",2012,6,June,29,1.5,33.3,21.7,4.7,rain
New York,"June 30, 2012",2012,6,June,30,0,33.9,23.9,5.3,sun
New York,"July 1, 2012",2012,7,July,1,0,32.8,21.1,4.7,sun
New York,"July 2, 2012",2012,7,July,2,0,31.7,22.2,4.2,rain
New York,"July 3, 2012",2012,7,July,3,0,31.1,21.1,4.7,sun
New York,"July 4, 2012",2012,7,July,4,1,31.7,22.2,4.6,rain
New York,"July 5, 2012",2012,7,July,5,0,35,25,4,sun
New York,"July 6, 2012",2012,7,July,6,0,30,22.2,3.7,sun
New York,"July 7, 2012",2012,7,July,7,1.8,37.2,23.9,3.8,rain
New York,"July 8, 2012",2012,7,July,8,0,31.7,23.9,3.7,rain
New York,"July 9, 2012",2012,7,July,9,0,28.9,21.7,4.2,sun
New York,"July 10, 2012",2012,7,July,10,0,28.3,21.1,3.6,sun
New York,"July 11, 2012",2012,7,July,11,0,28.3,21.1,2.5,sun
New York,"July 12, 2012",2012,7,July,12,0,28.9,20,3.3,sun
New York,"July 13, 2012",2012,7,July,13,0,29.4,21.7,3.7,rain
New York,"July 14, 2012",2012,7,July,14,0,30.6,23.9,4.6,rain
New York,"July 15, 2012",2012,7,July,15,4.1,30.6,22.8,4.5,rain
New York,"July 16, 2012",2012,7,July,16,0,33.9,22.2,4.4,drizzle
New York,"July 17, 2012",2012,7,July,17,0,32.8,24.4,5.1,sun
New York,"July 18, 2012",2012,7,July,18,5.3,35.6,23.3,4.3,rain
New York,"July 19, 2012",2012,7,July,19,0,25,22.2,3.1,rain
New York,"July 20, 2012",2012,7,July,20,11.4,22.2,16.7,4.7,rain
New York,"July 21, 2012",2012,7,July,21,0,24.4,16.7,3.2,sun
New York,"July 22, 2012",2012,7,July,22,0,26.7,18.3,3.4,sun
New York,"July 23, 2012",2012,7,July,23,1.3,28.9,20.6,5.2,rain
New York,"July 24, 2012",2012,7,July,24,0,35,23.3,6.3,sun
New York,"July 25, 2012",2012,7,July,25,0,30.6,19.4,5.2,sun
New York,"July 26, 2012",2012,7,July,26,12.4,31.1,22.2,4.8,rain
New York,"July 27, 2012",2012,7,July,27,0,32.2,22.8,4.3,rain
New York,"July 28, 2012",2012,7,July,28,1.8,27.2,20.6,3.4,rain
New York,"July 29, 2012",2012,7,July,29,0,26.1,20.6,2.6,rain
New York,"July 30, 2012",2012,7,July,30,0,26.1,19.4,3.4,sun
New York,"July 31, 2012",2012,7,July,31,0,26.1,21.1,3.1,sun
New York,"August 1, 2012",2012,8,August,1,1.8,27.8,22.2,3,rain
New York,"August 2, 2012",2012,8,August,2,0,30,21.7,4.9,drizzle
New York,"August 3, 2012",2012,8,August,3,0,30.6,23.3,4.1,drizzle
New York,"August 4, 2012",2012,8,August,4,0,31.1,23.3,4.3,drizzle
New York,"August 5, 2012",2012,8,August,5,4.6,30.6,22.8,7.4,rain
New York,"August 6, 2012",2012,8,August,6,5.8,32.2,22.8,4.4,rain
New York,"August 7, 2012",2012,8,August,7,0,27.2,20,2.7,drizzle
New York,"August 8, 2012",2012,8,August,8,0,30,21.7,2.4,sun
New York,"August 9, 2012",2012,8,August,9,0,30,22.8,4.2,sun
New York,"August 10, 2012",2012,8,August,10,53.8,27.8,21.1,4.7,rain
New York,"August 11, 2012",2012,8,August,11,0,29.4,23.9,5.1,rain
New York,"August 12, 2012",2012,8,August,12,0,29.4,23.3,4.2,sun
New York,"August 13, 2012",2012,8,August,13,0,30.6,21.7,4.6,sun
New York,"August 14, 2012",2012,8,August,14,0,27.2,21.1,2.6,rain
New York,"August 15, 2012",2012,8,August,15,11.2,28.3,20.6,2.6,rain
New York,"August 16, 2012",2012,8,August,16,0,31.1,20.6,3.8,drizzle
New York,"August 17, 2012",2012,8,August,17,0,29.4,20.6,4.5,rain
New York,"August 18, 2012",2012,8,August,18,9.4,27.2,17.8,3.4,rain
New York,"August 19, 2012",2012,8,August,19,0,25,17.2,3.1,rain
New York,"August 20, 2012",2012,8,August,20,0,25,18.9,2.8,sun
New York,"August 21, 2012",2012,8,August,21,0,27.2,20.6,2.8,sun
New York,"August 22, 2012",2012,8,August,22,0,27.8,19.4,3,sun
New York,"August 23, 2012",2012,8,August,23,0,27.8,20,3.6,sun
New York,"August 24, 2012",2012,8,August,24,0,29.4,20,2.4,sun
New York,"August 25, 2012",2012,8,August,25,0,28.9,21.1,3.6,sun
New York,"August 26, 2012",2012,8,August,26,0,27.2,19.4,3.6,sun
New York,"August 27, 2012",2012,8,August,27,13.2,27.8,20.6,4.3,rain
New York,"August 28, 2012",2012,8,August,28,2.5,31.7,23.3,5.9,rain
New York,"August 29, 2012",2012,8,August,29,0,26.1,19.4,3.4,sun
New York,"August 30, 2012",2012,8,August,30,0,28.9,16.7,4.3,sun
New York,"August 31, 2012",2012,8,August,31,0,32.2,18.3,6,sun
New York,"September 1, 2012",2012,9,September,1,0,33.3,22.8,4.9,sun
New York,"September 2, 2012",2012,9,September,2,0,27.2,21.7,3,rain
New York,"September 3, 2012",2012,9,September,3,15,24.4,21.1,5.3,rain
New York,"September 4, 2012",2012,9,September,4,15.7,26.7,21.7,4.4,rain
New York,"September 5, 2012",2012,9,September,5,4.1,28.9,22.2,4.4,rain
New York,"September 6, 2012",2012,9,September,6,0,26.7,20.6,2.4,sun
New York,"September 7, 2012",2012,9,September,7,0,28.3,21.1,4.2,drizzle
New York,"September 8, 2012",2012,9,September,8,7.6,28.3,18.9,7.2,rain
New York,"September 9, 2012",2012,9,September,9,0,24.4,18.3,3.4,rain
New York,"September 10, 2012",2012,9,September,10,0,23.9,15,6.4,sun
New York,"September 11, 2012",2012,9,September,11,0,24.4,12.2,3,sun
New York,"September 12, 2012",2012,9,September,12,0,25,15.6,3,sun
New York,"September 13, 2012",2012,9,September,13,0,24.4,16.7,3.7,sun
New York,"September 14, 2012",2012,9,September,14,0,25,17.2,4.4,sun
New York,"September 15, 2012",2012,9,September,15,0,23.9,16.1,6,sun
New York,"September 16, 2012",2012,9,September,16,0,23.9,14.4,3.6,sun
New York,"September 17, 2012",2012,9,September,17,0,24.4,13.3,3.5,sun
New York,"September 18, 2012",2012,9,September,18,40.1,25.6,20,10.4,rain
New York,"September 19, 2012",2012,9,September,19,0.3,22.2,13.9,5.2,rain
New York,"September 20, 2012",2012,9,September,20,0,21.7,12.2,4.3,rain
New York,"September 21, 2012",2012,9,September,21,0,22.2,13.9,3.1,sun
New York,"September 22, 2012",2012,9,September,22,7.4,24.4,13.3,5.4,rain
New York,"September 23, 2012",2012,9,September,23,0,21.1,13.3,5.1,sun
New York,"September 24, 2012",2012,9,September,24,0,20.6,11.1,3.8,sun
New York,"September 25, 2012",2012,9,September,25,0,22.8,13.3,7.2,sun
New York,"September 26, 2012",2012,9,September,26,0.8,23.9,18.3,5.2,rain
New York,"September 27, 2012",2012,9,September,27,0,25,18.9,3,rain
New York,"September 28, 2012",2012,9,September,28,11.2,23.3,16.7,4.8,rain
New York,"September 29, 2012",2012,9,September,29,0.8,18.9,15,2.8,rain
New York,"September 30, 2012",2012,9,September,30,0,21.1,13.9,4.1,rain
New York,"October 1, 2012",2012,10,October,1,0,22.2,12.2,5.1,sun
New York,"October 2, 2012",2012,10,October,2,8.4,21.7,17.2,2.6,rain
New York,"October 3, 2012",2012,10,October,3,0,23.3,18.3,1.7,drizzle
New York,"October 4, 2012",2012,10,October,4,10.4,23.9,19.4,1.5,rain
New York,"October 5, 2012",2012,10,October,5,0,25,16.1,3.5,drizzle
New York,"October 6, 2012",2012,10,October,6,0,24.4,12.2,5.8,sun
New York,"October 7, 2012",2012,10,October,7,4.1,13.3,8.3,3,rain
New York,"October 8, 2012",2012,10,October,8,0,13.3,7.2,2.3,sun
New York,"October 9, 2012",2012,10,October,9,0.8,15,11.1,4.9,rain
New York,"October 10, 2012",2012,10,October,10,5.6,20,12.2,6,rain
New York,"October 11, 2012",2012,10,October,11,0,15.6,8.9,6.4,sun
New York,"October 12, 2012",2012,10,October,12,0,15.6,6.1,6.6,rain
New York,"October 13, 2012",2012,10,October,13,0,12.8,2.8,4.1,sun
New York,"October 14, 2012",2012,10,October,14,0,22.2,12.8,7.5,sun
New York,"October 15, 2012",2012,10,October,15,4.6,20.6,16.1,6.3,rain
New York,"October 16, 2012",2012,10,October,16,0,16.1,8.9,6.7,sun
New York,"October 17, 2012",2012,10,October,17,0,15.6,5.6,2.2,sun
New York,"October 18, 2012",2012,10,October,18,0.5,18.9,7.2,3.7,rain
New York,"October 19, 2012",2012,10,October,19,7.1,19.4,16.7,5.9,rain
New York,"October 20, 2012",2012,10,October,20,0,21.1,12.8,4.2,drizzle
New York,"October 21, 2012",2012,10,October,21,0,20,10.6,5.1,sun
New York,"October 22, 2012",2012,10,October,22,0,20.6,10.6,5.2,sun
New York,"October 23, 2012",2012,10,October,23,0.8,18.9,11.1,1.5,rain
New York,"October 24, 2012",2012,10,October,24,0,16.7,13.9,2.5,rain
New York,"October 25, 2012",2012,10,October,25,0,16.7,12.2,2.5,sun
New York,"October 26, 2012",2012,10,October,26,0,21.7,13.9,1.6,sun
New York,"October 27, 2012",2012,10,October,27,0,19.4,15,3.4,sun
New York,"October 28, 2012",2012,10,October,28,0,15.6,11.7,8.4,rain
New York,"October 29, 2012",2012,10,October,29,13,18.9,11.1,16.2,rain
New York,"October 30, 2012",2012,10,October,30,1,15,8.9,9.1,rain
New York,"October 31, 2012",2012,10,October,31,0.3,11.1,7.8,5.3,rain
New York,"November 1, 2012",2012,11,November,1,0,11.1,7.2,6.3,sun
New York,"November 2, 2012",2012,11,November,2,0,12.2,6.1,6.5,rain
New York,"November 3, 2012",2012,11,November,3,0,11.1,5,7.3,sun
New York,"November 4, 2012",2012,11,November,4,0,11.7,3.9,5.7,sun
New York,"November 5, 2012",2012,11,November,5,0,8.3,2.2,6,sun
New York,"November 6, 2012",2012,11,November,6,0,7.2,-0.6,3.4,sun
New York,"November 7, 2012",2012,11,November,7,24.6,5,0,9.7,snow
New York,"November 8, 2012",2012,11,November,8,1,7.2,0,7.7,snow
New York,"November 9, 2012",2012,11,November,9,0,11.7,1.7,5.9,sun
New York,"November 10, 2012",2012,11,November,10,0,12.2,5.6,2.6,drizzle
New York,"November 11, 2012",2012,11,November,11,0,15.6,5,4.1,drizzle
New York,"November 12, 2012",2012,11,November,12,0,17.2,7.8,4.5,drizzle
New York,"November 13, 2012",2012,11,November,13,2,14.4,4.4,6,rain
New York,"November 14, 2012",2012,11,November,14,0,9.4,2.8,4.9,sun
New York,"November 15, 2012",2012,11,November,15,0,7.2,2.2,2.8,sun
New York,"November 16, 2012",2012,11,November,16,0,8.9,2.2,3.7,sun
New York,"November 17, 2012",2012,11,November,17,0,11.7,2.2,3.3,sun
New York,"November 18, 2012",2012,11,November,18,0,10.6,2.8,3.4,sun
New York,"November 19, 2012",2012,11,November,19,0,8.9,3.3,4.6,sun
New York,"November 20, 2012",2012,11,November,20,0,11.7,2.8,2.8,sun
New York,"November 21, 2012",2012,11,November,21,0,12.2,3.3,3.4,sun
New York,"November 22, 2012",2012,11,November,22,0,12.8,3.3,2.2,fog
New York,"November 23, 2012",2012,11,November,23,0.8,11.7,1.1,3,rain
New York,"November 24, 2012",2012,11,November,24,0.3,9.4,2.2,8.8,snow
New York,"November 25, 2012",2012,11,November,25,0,6.1,1.1,7.8,sun
New York,"November 26, 2012",2012,11,November,26,0,9.4,1.7,4.3,sun
New York,"November 27, 2012",2012,11,November,27,10.9,5.6,2.2,3.8,snow
New York,"November 28, 2012",2012,11,November,28,0,6.7,1.1,4.9,sun
New York,"November 29, 2012",2012,11,November,29,0,6.7,1.1,5.7,sun
New York,"November 30, 2012",2012,11,November,30,0,8.3,0.6,3.6,sun
New York,"December 1, 2012",2012,12,December,1,0,7.2,3.9,5.5,drizzle
New York,"December 2, 2012",2012,12,December,2,1,10,5,2.7,rain
New York,"December 3, 2012",2012,12,December,3,0,16.7,6.1,3,rain
New York,"December 4, 2012",2012,12,December,4,0.5,14.4,6.1,4.1,rain
New York,"December 5, 2012",2012,12,December,5,0,13.3,1.7,7.6,rain
New York,"December 6, 2012",2012,12,December,6,0,5,-1.1,3.3,sun
New York,"December 7, 2012",2012,12,December,7,3.3,8.3,-1.7,2.2,rain
New York,"December 8, 2012",2012,12,December,8,8.6,10,7.8,2.6,rain
New York,"December 9, 2012",2012,12,December,9,8.1,8.9,5.6,3.9,rain
New York,"December 10, 2012",2012,12,December,10,6.4,13.3,7.8,3.1,rain
New York,"December 11, 2012",2012,12,December,11,1.3,12.8,5,5.2,rain
New York,"December 12, 2012",2012,12,December,12,0,7.2,1.7,2.9,sun
New York,"December 13, 2012",2012,12,December,13,0,8.3,0.6,1.8,sun
New York,"December 14, 2012",2012,12,December,14,0,9.4,0,4.3,sun
New York,"December 15, 2012",2012,12,December,15,0,9.4,1.1,2.1,sun
New York,"December 16, 2012",2012,12,December,16,3.3,9.4,5,6.2,rain
New York,"December 17, 2012",2012,12,December,17,7.1,8.3,5.6,4.8,rain
New York,"December 18, 2012",2012,12,December,18,20.8,13.3,7.2,5.1,rain
New York,"December 19, 2012",2012,12,December,19,0,9.4,3.9,8.1,sun
New York,"December 20, 2012",2012,12,December,20,0,9.4,0,3.7,rain
New York,"December 21, 2012",2012,12,December,21,18,13.3,2.8,11.4,rain
New York,"December 22, 2012",2012,12,December,22,0,4.4,2.2,10.2,snow
New York,"December 23, 2012",2012,12,December,23,0,6.7,1.7,6.1,sun
New York,"December 24, 2012",2012,12,December,24,2.3,5,0,2.5,snow
New York,"December 25, 2012",2012,12,December,25,0.5,6.7,-0.6,5.4,rain
New York,"December 26, 2012",2012,12,December,26,18,6.1,-2.2,7.6,snow
New York,"December 27, 2012",2012,12,December,27,19.6,7.8,-0.6,10,rain
New York,"December 28, 2012",2012,12,December,28,0,4.4,-1.1,6.2,sun
New York,"December 29, 2012",2012,12,December,29,6.6,2.8,-2.2,4.2,snow
New York,"December 30, 2012",2012,12,December,30,0,2.8,-1.7,10.2,snow
New York,"December 31, 2012",2012,12,December,31,0,3.9,-2.2,7.1,sun
New York,"January 1, 2013",2013,1,January,1,0,5,-2.8,6.8,sun
New York,"January 2, 2013",2013,1,January,2,0,1.7,-5,6.5,sun
New York,"January 3, 2013",2013,1,January,3,0,0.6,-3.9,5.2,sun
New York,"January 4, 2013",2013,1,January,4,0,3.9,-1.1,7.3,sun
New York,"January 5, 2013",2013,1,January,5,0,7.2,0,5.2,sun
New York,"January 6, 2013",2013,1,January,6,0,7.2,0.6,4.6,snow
New York,"January 7, 2013",2013,1,January,7,0,8.3,-1.1,3.7,sun
New York,"January 8, 2013",2013,1,January,8,0,9.4,-1.1,4.7,sun
New York,"January 9, 2013",2013,1,January,9,0,8.9,0.6,3.5,sun
New York,"January 10, 2013",2013,1,January,10,0,10,2.8,5.3,sun
New York,"January 11, 2013",2013,1,January,11,14.7,8.3,0.6,2.8,rain
New York,"January 12, 2013",2013,1,January,12,1.5,9.4,6.1,2.7,rain
New York,"January 13, 2013",2013,1,January,13,0.3,8.3,5.6,2.6,drizzle
New York,"January 14, 2013",2013,1,January,14,0.8,14.4,3.9,4.2,rain
New York,"January 15, 2013",2013,1,January,15,2.8,3.9,1.7,3.9,rain
New York,"January 16, 2013",2013,1,January,16,20.8,3.3,0.6,4.2,snow
New York,"January 17, 2013",2013,1,January,17,0,7.8,2.2,5.2,sun
New York,"January 18, 2013",2013,1,January,18,0,2.2,-3.9,5.8,snow
New York,"January 19, 2013",2013,1,January,19,0,11.1,-0.6,7.2,sun
New York,"January 20, 2013",2013,1,January,20,0,13.3,-0.6,8.1,sun
New York,"January 21, 2013",2013,1,January,21,0.8,0.6,-3.3,3.8,snow
New York,"January 22, 2013",2013,1,January,22,0,-2.2,-10,8.2,snow
New York,"January 23, 2013",2013,1,January,23,0,-6.1,-11.1,6.2,sun
New York,"January 24, 2013",2013,1,January,24,0,-3.3,-10.6,6.9,sun
New York,"January 25, 2013",2013,1,January,25,1.3,-4.4,-10,4,snow
